probe_accuracy,probe_rt,probe_attribute,cue_dimensionality,probe_leftrightwin,cue_color,cue_direction,cue_size,cue_luminance,rt_is_not_outlier,subj_idx,stim_onset,stim_code,resp_onset_sample,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
1.0,0.26483,1,1,1,1,1,1,1,True,sub-STSWD1117,388054,8,388054.0,0.4040554022674817,-0.13633036477802152,-2.7016824764594802,3rd,2nd,1st,0.29581311266912874,-0.31970293339417105,-1.2900705156220775
1.0,0.44781,1,1,1,1,1,1,1,True,sub-STSWD1117,390486,8,390486.0,-0.09482941053802695,0.5689951060945146,0.5190630132106221,2nd,4th,3rd,-0.2974868301304781,1.2321201508000914,0.4135440755669983
1.0,0.30176,1,1,2,1,1,1,1,True,sub-STSWD1117,392918,8,392918.0,-2.188357054095273,-1.159019055693067,0.6632845424211766,1st,1st,3rd,-1.1896506904453836,-1.144855065854786,0.4135440755669983
1.0,0.30664,1,1,1,1,1,1,1,True,sub-STSWD1117,395350,8,395350.0,-0.38193811978847003,2.3371905767298693,0.715323339824268,2nd,4th,3rd,-0.2974868301304781,1.2321201508000914,0.4135440755669983
1.0,0.34562,1,1,1,1,1,1,1,True,sub-STSWD1117,397782,8,397782.0,0.37877304486827984,1.5406197010001281,-1.2010611979333552,3rd,4th,1st,0.29581311266912874,1.2321201508000914,-1.2900705156220775
1.0,0.35659,1,1,2,1,1,1,1,True,sub-STSWD1117,400214,8,400214.0,1.0660615686200101,1.051025758996039,-1.1736114709346772,4th,4th,1st,1.2102077521995167,1.2321201508000914,-1.2900705156220775
1.0,0.28044,1,1,2,1,1,1,1,True,sub-STSWD1117,402646,8,402646.0,-0.4526843648043392,-0.7260942023262318,-1.0457458431195594,2nd,1st,1st,-0.2974868301304781,-1.144855065854786,-1.2900705156220775
1.0,0.53243,1,1,1,1,1,1,1,True,sub-STSWD1117,405078,8,405078.0,-0.658439430322121,-0.15204382296331279,1.3652784544199708,1st,2nd,4th,-1.1896506904453836,-0.31970293339417105,1.1996708374367313
1.0,0.88075,1,4,1,1,1,1,1,True,sub-STSWD1117,443175,8,443175.0,-0.8602847414806178,0.6568785982980067,-0.19425570297810768,1st,4th,2nd,-1.1896506904453836,1.2321201508000914,-0.30266708760987315
1.0,0.75469,2,4,1,1,1,1,1,True,sub-STSWD1117,445607,8,445607.0,0.13374984006967974,0.361140398260529,0.24512159158215363,3rd,3rd,3rd,0.29581311266912874,0.2310303470787792,0.4135440755669983
0.0,0.95765,3,4,1,1,1,1,1,True,sub-STSWD1117,448039,8,448039.0,0.3685688124869702,0.28995494576159153,1.9557278920154078,3rd,3rd,4th,0.29581311266912874,0.2310303470787792,1.1996708374367313
0.0,0.77749,3,4,1,1,1,1,1,True,sub-STSWD1117,450471,8,450471.0,-0.292908613812594,0.37541939824003656,-1.3078600042191717,2nd,3rd,1st,-0.2974868301304781,0.2310303470787792,-1.2900705156220775
1.0,0.52649,1,4,2,1,1,1,1,True,sub-STSWD1117,452903,8,452903.0,1.5901021484228524,2.486388214417307,1.61200128804832,4th,4th,4th,1.2102077521995167,1.2321201508000914,1.1996708374367313
1.0,0.65743,2,4,2,1,1,1,1,True,sub-STSWD1117,455335,8,455335.0,0.649323805254875,-1.1835293070719572,-0.43428398972275867,4th,1st,2nd,1.2102077521995167,-1.144855065854786,-0.30266708760987315
1.0,0.89928,4,4,2,1,1,1,1,True,sub-STSWD1117,457766,8,457766.0,1.2053290011338131,-0.598793997450676,-0.998833405225098,4th,2nd,1st,1.2102077521995167,-0.31970293339417105,-1.2900705156220775
1.0,0.64429,4,4,2,1,1,1,1,True,sub-STSWD1117,460198,8,460198.0,1.1862991083821004,0.04398579714272621,1.7744890401919025,4th,3rd,4th,1.2102077521995167,0.2310303470787792,1.1996708374367313
1.0,0.26518,3,1,1,1,1,1,1,True,sub-STSWD1117,464678,8,464678.0,0.33672157372856554,-0.27835154912615706,-2.3547935572461376,3rd,2nd,1st,0.29581311266912874,-0.31970293339417105,-1.2900705156220775
1.0,0.27312,3,1,2,1,1,1,1,True,sub-STSWD1117,467110,8,467110.0,-0.3144710845406292,-0.31299157717535736,-1.7738595362286027,2nd,2nd,1st,-0.2974868301304781,-0.31970293339417105,-1.2900705156220775
1.0,0.30006,3,1,1,1,1,1,1,True,sub-STSWD1117,469542,8,469542.0,1.0896710907609983,0.3245203211285057,-0.37546753703190977,4th,3rd,2nd,1.2102077521995167,0.2310303470787792,-0.30266708760987315
1.0,0.27999,3,1,2,1,1,1,1,True,sub-STSWD1117,471974,8,471974.0,0.6949914023417407,0.500410444219197,-1.103988300868796,4th,3rd,1st,1.2102077521995167,0.2310303470787792,-1.2900705156220775
1.0,0.38901,3,1,1,1,1,1,1,True,sub-STSWD1117,474406,8,474406.0,-0.903792060959681,-0.293970739750032,-0.5532015826777568,1st,2nd,2nd,-1.1896506904453836,-0.31970293339417105,-0.30266708760987315
1.0,0.33387,3,1,1,1,1,1,1,True,sub-STSWD1117,476838,8,476838.0,-0.16843512649949344,-1.5826131350764852,-0.8200938985515731,2nd,1st,1st,-0.2974868301304781,-1.144855065854786,-1.2900705156220775
1.0,0.3658,3,1,1,1,1,1,1,True,sub-STSWD1117,479270,8,479270.0,-0.5748165611709345,-0.5156242738180135,-0.48819187085542093,2nd,2nd,2nd,-0.2974868301304781,-0.31970293339417105,-0.30266708760987315
1.0,0.3827,3,1,2,1,1,1,1,True,sub-STSWD1117,481702,8,481702.0,1.2052037323087377,-0.3687282512799529,-0.833238941237129,4th,2nd,1st,1.2102077521995167,-0.31970293339417105,-1.2900705156220775
1.0,0.7166,2,2,1,1,1,1,1,True,sub-STSWD1117,486182,8,486182.0,-0.21225649782120717,-0.3569857068911333,0.9005941930099157,2nd,2nd,4th,-0.2974868301304781,-0.31970293339417105,1.1996708374367313
0.0,0.65554,4,2,1,1,1,1,1,True,sub-STSWD1117,488614,8,488614.0,1.6145958170470205,0.7534212133438909,0.2702348980722873,4th,4th,3rd,1.2102077521995167,1.2321201508000914,0.4135440755669983
0.0,0.51848,4,2,1,1,1,1,1,True,sub-STSWD1117,491046,8,491046.0,-1.6628502726132044,0.38998775665120583,1.3388795686486614,1st,3rd,4th,-1.1896506904453836,0.2310303470787792,1.1996708374367313
0.0,0.58042,4,2,1,1,1,1,1,True,sub-STSWD1117,493478,8,493478.0,-1.2975641449578712,1.0666820280014793,-1.2688440861573378,1st,4th,1st,-1.1896506904453836,1.2321201508000914,-1.2900705156220775
1.0,0.86935,2,2,1,1,1,1,1,True,sub-STSWD1117,495910,8,495910.0,0.4796237301370561,-0.6196059478849921,-1.0555696709914892,3rd,1st,1st,0.29581311266912874,-1.144855065854786,-1.2900705156220775
1.0,0.2693,2,2,2,1,1,1,1,True,sub-STSWD1117,498342,8,498342.0,1.4899073832146303,-0.7780052754250479,-1.251884884120403,4th,1st,1st,1.2102077521995167,-1.144855065854786,-1.2900705156220775
1.0,0.27423,4,2,2,1,1,1,1,True,sub-STSWD1117,500774,8,500774.0,-0.43272301722102324,-1.3079610277108356,-1.0723079408264922,2nd,1st,1st,-0.2974868301304781,-1.144855065854786,-1.2900705156220775
1.0,0.2862,2,2,2,1,1,1,1,True,sub-STSWD1117,503206,8,503206.0,0.7107895962073254,1.0267312207813182,-1.071734950484364,4th,4th,1st,1.2102077521995167,1.2321201508000914,-1.2900705156220775
1.0,0.63108,4,3,2,1,1,1,1,True,sub-STSWD1117,507686,8,507686.0,-1.761382997204361,-1.3103001593043653,1.8441505404489498,1st,1st,4th,-1.1896506904453836,-1.144855065854786,1.1996708374367313
0.0,0.64297,4,3,1,1,1,1,1,True,sub-STSWD1117,510118,8,510118.0,-0.27663186794214784,-0.33908197834426784,1.3865796653915499,2nd,2nd,4th,-0.2974868301304781,-0.31970293339417105,1.1996708374367313
1.0,1.1589,1,3,1,1,1,1,1,True,sub-STSWD1117,512550,8,512550.0,0.2288330277355877,0.04897741216394334,0.5295721040588398,3rd,3rd,3rd,0.29581311266912874,0.2310303470787792,0.4135440755669983
1.0,0.65984,1,3,2,1,1,1,1,True,sub-STSWD1117,514982,8,514982.0,1.0846270123043953,0.38658670116021154,-0.564460255268086,4th,3rd,2nd,1.2102077521995167,0.2310303470787792,-0.30266708760987315
1.0,0.58669,1,3,1,1,1,1,1,True,sub-STSWD1117,517414,8,517414.0,-0.783888183496852,0.5659071840027385,-0.3111982000766129,1st,4th,2nd,-1.1896506904453836,1.2321201508000914,-0.30266708760987315
1.0,0.72072,2,3,1,1,1,1,1,True,sub-STSWD1117,519846,8,519846.0,-1.2807953003403942,-1.5452651031530382,0.8875186570332398,1st,1st,4th,-1.1896506904453836,-1.144855065854786,1.1996708374367313
1.0,0.93865,4,3,1,1,1,1,1,True,sub-STSWD1117,522278,8,522278.0,-0.8249475174419028,0.24938278150694998,1.0152116675302814,1st,3rd,4th,-1.1896506904453836,0.2310303470787792,1.1996708374367313
1.0,0.62558,2,3,1,1,1,1,1,True,sub-STSWD1117,524710,8,524710.0,-0.7312461981261336,0.09434847533613352,1.8891239762303462,1st,3rd,4th,-1.1896506904453836,0.2310303470787792,1.1996708374367313
1.0,0.26447,4,1,2,1,1,1,1,True,sub-STSWD1117,529190,8,529190.0,0.5434020899640631,-1.4463113509082184,-1.4120757853028703,3rd,1st,1st,0.29581311266912874,-1.144855065854786,-1.2900705156220775
0.0,0.35041,4,1,1,1,1,1,1,True,sub-STSWD1117,531622,8,531622.0,-0.3637274844993654,-0.3026627671268477,-1.8005969711952639,2nd,2nd,1st,-0.2974868301304781,-0.31970293339417105,-1.2900705156220775
1.0,0.37628,4,1,1,1,1,1,1,True,sub-STSWD1117,534054,8,534054.0,-0.6164842911506504,-0.7471620381007164,-0.10542374118116109,1st,1st,2nd,-1.1896506904453836,-1.144855065854786,-0.30266708760987315
0.0,0.23333,4,1,1,1,1,1,1,False,sub-STSWD1117,536486,8,536486.0,-2.2863980070839656,-0.5074735369314833,-2.292738438497187,1st,2nd,1st,-1.1896506904453836,-0.31970293339417105,-1.2900705156220775
0.0,0.30622,4,1,1,1,1,1,1,True,sub-STSWD1117,538918,8,538918.0,-0.857539788298571,-0.5412374398695794,-1.6349041524478451,1st,2nd,1st,-1.1896506904453836,-0.31970293339417105,-1.2900705156220775
1.0,0.29811,4,1,2,1,1,1,1,True,sub-STSWD1117,541350,8,541350.0,0.8674894797886419,0.4557340451097529,-1.3657237716055974,4th,3rd,1st,1.2102077521995167,0.2310303470787792,-1.2900705156220775
1.0,0.30308,4,1,2,1,1,1,1,True,sub-STSWD1117,543782,8,543782.0,-0.5035938737664495,0.9194264534537958,-1.724313159060356,2nd,4th,1st,-0.2974868301304781,1.2321201508000914,-1.2900705156220775
1.0,0.31404,4,1,2,1,1,1,1,True,sub-STSWD1117,546214,8,546214.0,-0.18798823789277613,-0.6833741355831701,-2.4795995989766784,2nd,1st,1st,-0.2974868301304781,-1.144855065854786,-1.2900705156220775
1.0,0.86882,3,3,2,1,1,1,1,True,sub-STSWD1117,550694,8,550694.0,-0.05112350505387388,-0.14864602239718272,-1.1259952234006794,2nd,2nd,1st,-0.2974868301304781,-0.31970293339417105,-1.2900705156220775
0.0,0.58479,3,3,1,1,1,1,1,True,sub-STSWD1117,553126,8,553126.0,3.9286651684640472,4.025997401520923,0.4739836598090317,4th,4th,3rd,1.2102077521995167,1.2321201508000914,0.4135440755669983
1.0,0.69973,2,3,1,1,1,1,1,True,sub-STSWD1117,555558,8,555558.0,0.551718827672013,-0.7053918568899541,0.5346907843476147,3rd,1st,3rd,0.29581311266912874,-1.144855065854786,0.4135440755669983
1.0,0.67968,1,3,1,1,1,1,1,True,sub-STSWD1117,557990,8,557990.0,-1.1987472449607532,-1.3615180240968545,-1.0329991606223408,1st,1st,1st,-1.1896506904453836,-1.144855065854786,-1.2900705156220775
1.0,0.66958,2,3,2,1,1,1,1,True,sub-STSWD1117,560422,8,560422.0,-0.5477535825680285,0.06837373459467647,-0.9080971992711528,2nd,3rd,1st,-0.2974868301304781,0.2310303470787792,-1.2900705156220775
1.0,0.72261,2,3,1,1,1,1,1,True,sub-STSWD1117,562854,8,562854.0,1.0445651151473079,0.21512114126334542,0.7104350492545333,4th,3rd,3rd,1.2102077521995167,0.2310303470787792,0.4135440755669983
1.0,0.56272,3,3,1,1,1,1,1,True,sub-STSWD1117,565286,8,565286.0,-0.937268270922899,0.5347270315718212,-1.8070893807597845,1st,4th,1st,-1.1896506904453836,1.2321201508000914,-1.2900705156220775
1.0,0.62749,1,3,2,1,1,1,1,True,sub-STSWD1117,567718,8,567718.0,1.3572070725213925,0.8285870434610372,1.2555506558770253,4th,4th,4th,1.2102077521995167,1.2321201508000914,1.1996708374367313
0.0,0.95027,1,2,1,1,1,1,1,True,sub-STSWD1117,572198,8,572198.0,-0.23393222145666598,-0.7030437866608785,1.2157496591453902,2nd,1st,4th,-0.2974868301304781,-1.144855065854786,1.1996708374367313
1.0,0.70627,3,2,1,1,1,1,1,True,sub-STSWD1117,574630,8,574630.0,0.5933648820089138,1.7286534536408762,1.2397515917763973,3rd,4th,4th,0.29581311266912874,1.2321201508000914,1.1996708374367313
1.0,0.87323,3,2,1,1,1,1,1,True,sub-STSWD1117,577062,8,577062.0,6.173988864252177,6.017980395642464,-0.7829915020807815,4th,4th,1st,1.2102077521995167,1.2321201508000914,-1.2900705156220775
1.0,0.48201,3,2,1,1,1,1,1,True,sub-STSWD1117,579494,8,579494.0,-0.5724344948920278,-0.1912633503578112,1.2811731183386632,2nd,2nd,4th,-0.2974868301304781,-0.31970293339417105,1.1996708374367313
1.0,0.7011,1,2,2,1,1,1,1,True,sub-STSWD1117,581926,8,581926.0,-0.02889147482765275,0.20097355199846936,0.8660590421202963,3rd,3rd,4th,0.29581311266912874,0.2310303470787792,1.1996708374367313
1.0,0.25106,3,2,2,1,1,1,1,True,sub-STSWD1117,584358,8,584358.0,0.5392452096501043,0.45016053184286403,-1.5592160186774147,3rd,3rd,1st,0.29581311266912874,0.2310303470787792,-1.2900705156220775
0.0,0.51689,1,2,1,1,1,1,1,True,sub-STSWD1117,586789,8,586789.0,-0.41935732958403943,0.023253592432237867,-0.8161862027242901,2nd,3rd,1st,-0.2974868301304781,0.2310303470787792,-1.2900705156220775
1.0,0.61592,1,2,2,1,1,1,1,True,sub-STSWD1117,589221,8,589221.0,0.6153637633428023,0.5518156250056782,2.174567132650456,4th,4th,4th,1.2102077521995167,1.2321201508000914,1.1996708374367313
1.0,0.56679,2,4,2,1,1,1,1,True,sub-STSWD1117,593702,8,593702.0,0.9937547062982883,1.2831923979575075,-0.6459867368322686,4th,4th,1st,1.2102077521995167,1.2321201508000914,-1.2900705156220775
1.0,0.6937,2,4,2,1,1,1,1,True,sub-STSWD1117,596134,8,596134.0,1.0636889574350075,1.1263403332720188,0.7591612270512696,4th,4th,4th,1.2102077521995167,1.2321201508000914,1.1996708374367313
1.0,0.92765,1,4,1,1,1,1,1,True,sub-STSWD1117,598566,8,598566.0,-2.432882925012826,-1.0968668198695428,-0.008011552226509741,1st,1st,2nd,-1.1896506904453836,-1.144855065854786,-0.30266708760987315
1.0,0.6676,1,4,1,1,1,1,1,True,sub-STSWD1117,600997,8,600997.0,-0.5170382871910106,0.9517247941926841,-0.6281056926711227,2nd,4th,1st,-0.2974868301304781,1.2321201508000914,-1.2900705156220775
1.0,0.62552,3,4,2,1,1,1,1,True,sub-STSWD1117,603429,8,603429.0,0.5237540514059819,0.8478214072525325,0.8992004826895867,3rd,4th,4th,0.29581311266912874,1.2321201508000914,1.1996708374367313
1.0,0.93747,3,4,1,1,1,1,1,True,sub-STSWD1117,605861,8,605861.0,-1.0098505332777241,-0.8061816417041399,0.2603014970487972,1st,1st,3rd,-1.1896506904453836,-1.144855065854786,0.4135440755669983
1.0,0.5774,4,4,1,1,1,1,1,True,sub-STSWD1117,608293,8,608293.0,0.19093527486378425,-0.7239047567935405,-0.038269864090803234,3rd,1st,2nd,0.29581311266912874,-1.144855065854786,-0.30266708760987315
0.0,1.0803,4,4,1,1,1,1,1,True,sub-STSWD1117,610725,8,610725.0,-0.5195677665197755,0.11858106288323121,0.8498783722180019,2nd,3rd,4th,-0.2974868301304781,0.2310303470787792,1.1996708374367313
1.0,0.27109,2,1,1,1,1,1,1,True,sub-STSWD1117,643937,8,643937.0,0.3334910290076002,-1.5302762696228254,1.3634858143421285,3rd,1st,4th,0.29581311266912874,-1.144855065854786,1.1996708374367313
1.0,0.28603,2,1,1,1,1,1,1,True,sub-STSWD1117,646369,8,646369.0,0.3009283474146293,-0.11873732616703157,1.427077151096518,3rd,2nd,4th,0.29581311266912874,-0.31970293339417105,1.1996708374367313
1.0,0.30497,2,1,1,1,1,1,1,True,sub-STSWD1117,648801,8,648801.0,-0.060658766822578,-0.7783779384917392,-0.47813581456159215,2nd,1st,2nd,-0.2974868301304781,-1.144855065854786,-0.30266708760987315
1.0,0.26991,2,1,2,1,1,1,1,True,sub-STSWD1117,651233,8,651233.0,1.282931292550619,1.2323663763729522,1.1750328479387415,4th,4th,4th,1.2102077521995167,1.2321201508000914,1.1996708374367313
1.0,0.29281,2,1,1,1,1,1,1,True,sub-STSWD1117,653665,8,653665.0,0.2301123510855643,-0.0005847701058146097,0.566857705932336,3rd,3rd,3rd,0.29581311266912874,0.2310303470787792,0.4135440755669983
1.0,0.30277,2,1,2,1,1,1,1,True,sub-STSWD1117,656096,8,656096.0,1.1075868639893058,-0.41134559822658323,-0.6411104977039722,4th,2nd,1st,1.2102077521995167,-0.31970293339417105,-1.2900705156220775
1.0,0.29071,2,1,1,1,1,1,1,True,sub-STSWD1117,658528,8,658528.0,0.30169699255547217,-0.12363279364518447,0.8697726617205305,3rd,2nd,4th,0.29581311266912874,-0.31970293339417105,1.1996708374367313
1.0,0.28464,2,1,2,1,1,1,1,True,sub-STSWD1117,660960,8,660960.0,0.9356812072203828,0.8302648864519805,1.0641016711636324,4th,4th,4th,1.2102077521995167,1.2321201508000914,1.1996708374367313
1.0,0.76952,1,4,2,1,1,1,1,True,sub-STSWD1117,665441,8,665441.0,-1.3004071617387976,-0.5597074798309722,0.4403545133473261,1st,2nd,3rd,-1.1896506904453836,-0.31970293339417105,0.4135440755669983
1.0,0.61746,1,4,2,1,1,1,1,True,sub-STSWD1117,667873,8,667873.0,0.29641451627779647,-0.09296769772447622,1.7122515607814277,3rd,2nd,4th,0.29581311266912874,-0.31970293339417105,1.1996708374367313
1.0,0.6624,3,4,2,1,1,1,1,True,sub-STSWD1117,670304,8,670304.0,-1.6674841030532954,-0.5356351870080821,-0.7020901558945639,1st,2nd,1st,-1.1896506904453836,-0.31970293339417105,-1.2900705156220775
1.0,0.58732,2,4,1,1,1,1,1,True,sub-STSWD1117,672737,8,672737.0,0.08291337529485228,-0.7863495702979246,0.6165425653470925,3rd,1st,3rd,0.29581311266912874,-1.144855065854786,0.4135440755669983
0.0,0.84226,4,4,1,1,1,1,1,True,sub-STSWD1117,675169,8,675169.0,-2.072795144562911,-1.2849734802055,-0.02752346893103503,1st,1st,2nd,-1.1896506904453836,-1.144855065854786,-0.30266708760987315
1.0,1.0532,4,4,2,1,1,1,1,True,sub-STSWD1117,677601,8,677601.0,-0.10869442868036122,-1.4287214724405781,1.0938991229296666,2nd,1st,4th,-0.2974868301304781,-1.144855065854786,1.1996708374367313
1.0,0.64917,2,4,2,1,1,1,1,True,sub-STSWD1117,680032,8,680032.0,-0.2468212268367658,0.25219798435324436,0.11537150095794081,2nd,3rd,3rd,-0.2974868301304781,0.2310303470787792,0.4135440755669983
1.0,0.58707,1,4,2,1,1,1,1,True,sub-STSWD1117,682465,8,682465.0,0.757228751063112,1.288163508562075,0.8207198287668444,4th,4th,4th,1.2102077521995167,1.2321201508000914,1.1996708374367313
1.0,0.53596,2,3,2,1,1,1,1,True,sub-STSWD1117,686944,8,686944.0,-1.3338253997104952,-1.541594019172544,-1.2931970411301572,1st,1st,1st,-1.1896506904453836,-1.144855065854786,-1.2900705156220775
1.0,0.88289,3,3,2,1,1,1,1,True,sub-STSWD1117,689376,8,689376.0,-0.07888680263044826,-0.13247376254138757,-0.1506054415468965,2nd,2nd,2nd,-0.2974868301304781,-0.31970293339417105,-0.30266708760987315
0.0,0.85586,3,3,1,1,1,1,1,True,sub-STSWD1117,691808,8,691808.0,0.5484137290805914,0.8934001425929287,0.7155245795468366,3rd,4th,3rd,0.29581311266912874,1.2321201508000914,0.4135440755669983
1.0,1.1508,3,3,2,1,1,1,1,True,sub-STSWD1117,694240,8,694240.0,-1.1941870900601408,-2.3145232761078365,0.46358228347410274,1st,1st,3rd,-1.1896506904453836,-1.144855065854786,0.4135440755669983
1.0,0.90368,3,3,2,1,1,1,1,True,sub-STSWD1117,696672,8,696672.0,-1.3501849791247662,-0.11746049963047875,-0.46338461367189476,1st,2nd,2nd,-1.1896506904453836,-0.31970293339417105,-0.30266708760987315
1.0,0.68663,2,3,2,1,1,1,1,True,sub-STSWD1117,699104,8,699104.0,0.6136701181846238,0.45722464316992695,-0.4237560404576834,3rd,3rd,2nd,0.29581311266912874,0.2310303470787792,-0.30266708760987315
1.0,0.71756,4,3,2,1,1,1,1,True,sub-STSWD1117,701536,8,701536.0,-0.3792002055769105,-0.2320935520797371,-0.06268986380403328,2nd,2nd,2nd,-0.2974868301304781,-0.31970293339417105,-0.30266708760987315
1.0,1.0075,4,3,2,1,1,1,1,True,sub-STSWD1117,703968,8,703968.0,0.7040426886029353,0.07895996658161825,0.9272340407228237,4th,3rd,4th,1.2102077521995167,0.2310303470787792,1.1996708374367313
1.0,0.62137,2,2,1,1,1,1,1,True,sub-STSWD1117,708448,8,708448.0,0.6147300370180206,0.35263161393814824,0.617883963925239,4th,3rd,3rd,1.2102077521995167,0.2310303470787792,0.4135440755669983
1.0,0.47831,3,2,2,1,1,1,1,True,sub-STSWD1117,710880,8,710880.0,-0.22645115421016962,-1.1968085249534386,0.4004914745792815,2nd,1st,3rd,-0.2974868301304781,-1.144855065854786,0.4135440755669983
1.0,0.2742,3,2,1,1,1,1,1,True,sub-STSWD1117,713312,8,713312.0,0.7035418829818323,0.22839039224555127,1.2359543082460327,4th,3rd,4th,1.2102077521995167,0.2310303470787792,1.1996708374367313
1.0,0.48319,2,2,2,1,1,1,1,True,sub-STSWD1117,715744,8,715744.0,0.3164581748751908,0.5677162438552802,0.4493367568532406,3rd,4th,3rd,0.29581311266912874,1.2321201508000914,0.4135440755669983
1.0,0.38413,2,2,2,1,1,1,1,True,sub-STSWD1117,718176,8,718176.0,0.7183624847587613,1.105249694000537,0.669257740910614,4th,4th,3rd,1.2102077521995167,1.2321201508000914,0.4135440755669983
1.0,0.591,3,2,1,1,1,1,1,True,sub-STSWD1117,720608,8,720608.0,-1.4177013125111635,0.21026822957372518,0.14184783922663408,1st,3rd,3rd,-1.1896506904453836,0.2310303470787792,0.4135440755669983
0.0,0.95998,3,2,1,1,1,1,1,True,sub-STSWD1117,723040,8,723040.0,0.13977002412366193,-0.45391633821047306,1.2356362623902444,3rd,2nd,4th,0.29581311266912874,-0.31970293339417105,1.1996708374367313
1.0,0.27497,2,2,2,1,1,1,1,True,sub-STSWD1117,725472,8,725472.0,0.6690718717368257,0.21668347885313233,1.2735696676714265,4th,3rd,4th,1.2102077521995167,0.2310303470787792,1.1996708374367313
1.0,0.54381,1,3,1,1,1,1,1,True,sub-STSWD1117,729952,8,729952.0,-0.3293952319737717,-1.1955099267915412,-0.9987461363013457,2nd,1st,1st,-0.2974868301304781,-1.144855065854786,-1.2900705156220775
0.0,0.90774,4,3,1,1,1,1,1,True,sub-STSWD1117,732384,8,732384.0,1.245559338002484,-0.3627779988445995,-0.5243771342185416,4th,2nd,2nd,1.2102077521995167,-0.31970293339417105,-0.30266708760987315
0.0,1.3096,4,3,1,1,1,1,1,True,sub-STSWD1117,734816,8,734816.0,-0.21905239615895838,0.36933507992092285,1.0034469032927744,2nd,3rd,4th,-0.2974868301304781,0.2310303470787792,1.1996708374367313
0.0,0.81762,4,3,1,1,1,1,1,True,sub-STSWD1117,737248,8,737248.0,-1.0416245537481887,-0.1258553540430455,-1.3808639178260196,1st,2nd,1st,-1.1896506904453836,-0.31970293339417105,-1.2900705156220775
1.0,0.92755,3,3,2,1,1,1,1,True,sub-STSWD1117,739679,8,739679.0,-1.896591077182675,1.2070393039145657,-0.47042891246624674,1st,4th,2nd,-1.1896506904453836,1.2321201508000914,-0.30266708760987315
1.0,1.1954,4,3,2,1,1,1,1,True,sub-STSWD1117,742112,8,742112.0,0.10658705479334801,1.0955863410044366,0.7792638460053342,3rd,4th,4th,0.29581311266912874,1.2321201508000914,1.1996708374367313
1.0,0.47245,1,3,2,1,1,1,1,True,sub-STSWD1117,744544,8,744544.0,-1.2043727216660156,-0.4092926176950889,-0.06243238921362864,1st,2nd,2nd,-1.1896506904453836,-0.31970293339417105,-0.30266708760987315
1.0,0.52636,3,3,1,1,1,1,1,True,sub-STSWD1117,746976,8,746976.0,-0.21928718635817263,0.20878764886157974,0.43530183460000355,2nd,3rd,3rd,-0.2974868301304781,0.2310303470787792,0.4135440755669983
1.0,0.65424,2,4,1,1,1,1,1,True,sub-STSWD1117,751455,8,751455.0,-1.2462581809903361,0.8236953067986851,0.032206106459947016,1st,4th,3rd,-1.1896506904453836,1.2321201508000914,0.4135440755669983
1.0,0.5222,2,4,2,1,1,1,1,True,sub-STSWD1117,753888,8,753888.0,0.18660118339320014,0.49242887976413663,0.7765522225631081,3rd,3rd,4th,0.29581311266912874,0.2310303470787792,1.1996708374367313
1.0,0.99005,4,4,1,1,1,1,1,True,sub-STSWD1117,756320,8,756320.0,1.9096891099772364,0.38029053614331465,0.7252100665286895,4th,3rd,3rd,1.2102077521995167,0.2310303470787792,0.4135440755669983
